"Desc","Link","Make","Model","Year","Engine.Cap","Transm","Mileage","Color","Car.Type","Updated","Price"
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1495001/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,39476
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494999/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,39476
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494997/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,39476
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494914/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,39476
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494897/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,39476
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494896/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,39476
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494894/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,39476
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494867/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,39476
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494866/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,39476
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494865/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,39476
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494807/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494802/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494800/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,39476
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494769/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494768/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494766/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494686/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494685/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494684/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494683/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494682/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494680/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494583/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-14,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494582/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-14,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494580/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-14,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494579/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-14,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494513/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494511/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494510/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494509/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494506/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494424/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494423/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494422/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494421/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494419/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494412/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494323/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494319/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494318/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494317/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494251/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494249/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494248/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494247/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494246/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494244/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494089/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-14,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494087/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-14,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494086/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-14,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494083/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-14,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494008/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-14,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494007/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-14,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494005/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-14,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1494004/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-14,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1493722/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-14,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1493721/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-14,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1493720/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-14,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1493719/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-14,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1493598/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-14,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1493583/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-14,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1493581/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-14,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1493579/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-14,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1493437/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-14,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1493430/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-14,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1493429/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-14,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1493427/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-14,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1493360/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-14,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1493357/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-14,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1493354/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-14,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1493353/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-14,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1493203/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1493202/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1493199/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1493058/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1493057/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1493056/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1493055/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1492965/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1492963/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1492962/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1492960/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1492883/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1492882/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1492881/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1492880/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1492487/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1492486/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1492485/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1492484/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1492232/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1492229/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1492227/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1492225/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1492153/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1492152/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1492151/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1492150/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1492054/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1492053/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1492052/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1492051/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1491968/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-13,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1491967/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-13,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1491966/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-13,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1491906/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-13,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1491902/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-13,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1491901/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-13,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1491846/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-13,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1491841/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-13,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1491840/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-13,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1491785/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-13,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1491784/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-13,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1491783/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-13,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1491726/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-13,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1491725/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-13,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1491683/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-13,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1491634/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-13,37886
"Perodua Viva 1.0 Elite Manual (M)","/new-cars/1480456/perodua-viva-1-0-elite-manual-m-.html","Perodua","Viva","2014","989cc","Manual",NA,"Others","NewCar",2014-06-15,38286
